"Type","NPT4","PCTPELL","PCTFLOAN"
"Private",-2.26277279561725,-2.47187320749223,-1.23104580664453
"Private",-2.24600963329545,-1.06030621180306,-1.90298498602259
"Private",-2.08942041065452,-1.52945941955232,-1.90298498602259
"Private",-2.00054904215483,0.611850746556184,-1.90298498602259
"Private",-1.94453879344469,-0.443743970879659,-1.90298498602259
"Private",-1.93775370393349,-0.78511225823029,-1.90298498602259
"Private",-1.89704316686626,0.443904851175125,-1.90298498602259
"Private",-1.89571275715819,-0.92202467294311,-0.705134354438399
"Private",-1.89105632317991,2.09187394960177,-1.90298498602259
"Private",-1.86418204707671,1.31284230988582,-1.10512334625715
"Private",-1.78781652983296,1.38996963684071,-1.90298498602259
"Private",-1.77943494867206,-0.520871297834548,-0.395089977182066
"Private",-1.75136330383159,1.0837422025997,-1.90298498602259
"Private",-1.72209429025384,1.66972733757057,-1.90298498602259
"Private",-1.71757089724638,1.5980765072042,0.788651695255084
"Private",-1.71650656947991,1.17684264460442,-0.503023514656967
"Private",-1.67965422056612,1.01802424353755,0.794295278913902
"Private",-1.67393345882138,1.71171381141584,-1.52521760486044
"Private",-1.67034135260956,1.61724424526399,-1.0201168673962
"Private",-1.65703725552877,-0.0909663156362921,-1.90298498602259
"Private",-1.64280187165232,1.97093464993878,-1.90298498602259
"Private",-1.63721415087839,0.722749802473568,0.777717251916123
"Private",-1.62790128292183,0.0199327402810921,-1.90298498602259
"Private",-1.62351093088517,0.234885231380219,-1.90298498602259
"Private",-1.58679162294219,0.665702963009894,0.301539880703325
"Private",-1.58253431187633,2.00425000418557,-1.90298498602259
"Private",-1.5786761237229,1.56521752767312,-1.90298498602259
"Private",-1.55166880664889,1.68615682733611,-1.74637553949038
"Private",-1.51202259734813,0.835017982538081,-1.90298498602259
"Private",-1.50949481890278,1.8358477340888,-1.90298498602259
"Private",-1.50244364744996,1.38084214252652,-1.90298498602259
"Private",-1.49619072182199,0.336656792983416,-1.90298498602259
"Private",-1.49499335308472,1.72677417703425,1.05989643485704
"Private",-1.48687785386544,1.18916476192858,-1.90298498602259
"Private",-1.47317463387222,1.62682811429389,-1.90298498602259
"Private",-1.47304159290141,1.94674679000618,-1.90298498602259
"Private",-1.47171118319333,0.818132118056833,-1.90298498602259
"Private",-1.45907229096658,2.02159224338252,-1.41446227555613
"Private",-1.45880620902496,1.28956719938464,0.190079103441662
"Private",-1.45082375077649,0.950937160328269,0.606646122258192
"Private",-1.45029158689326,1.51775455723934,-1.90298498602259
"Private",-1.44550211194417,1.91160593689656,1.43872198795522
"Private",-1.44297433349882,2.09187394960177,-1.90298498602259
"Private",-1.41942608166582,-0.923393797090239,-1.90298498602259
"Private",-1.40625502555583,-0.066778455703694,-1.90298498602259
"Private",-1.4022637964316,1.57023764954593,-1.90298498602259
"Private",-1.4006673047819,-1.34645315855285,-1.90298498602259
"Private",-1.39640999371605,1.74274729208408,-1.82714933060722
"Private",-1.39468046109554,2.04075998144232,-0.529125089079001
"Private",-1.38523455216818,1.99284063629283,-1.90298498602259
"Private",-1.3821746098396,1.35300328486825,-1.90298498602259
"Private",-1.37365998770789,2.09187394960177,1.46376539044123
"Private",-1.33973454015187,-0.386697131415984,1.62425480073888
"Private",-1.3385371714146,1.31512418346437,-1.85254545707191
"Private",-1.32829301666239,1.68250582961044,1.62425480073888
"Private",-1.3266965250127,1.24803710025509,1.11703771940258
"Private",-1.30128569958838,1.73361979776989,-0.702665286587666
"Private",-1.29024329901132,1.89882744485669,-1.90298498602259
"Private",-1.28571990600385,1.97641114652729,-1.90298498602259
"Private",-1.28359125047093,-0.378026011817505,-1.15591559918651
"Private",-1.25245966330187,1.87281408606126,-1.90298498602259
"Private",-1.25139533553541,0.266375086764168,-1.23210397858056
"Private",-1.2411511807832,2.07133708739485,-1.90298498602259
"Private",-1.24088509884158,0.806722750164098,0.0662729869263346
"Private",-1.23489825515523,0.266375086764168,-0.727355965094996
"Private",-1.22904445243968,-0.221033109613471,-1.90298498602259
"Private",-1.20150497148244,1.88102883094403,-1.90298498602259
"Private",-1.19871111109547,2.0106392502055,-1.90298498602259
"Private",-1.19698157847497,1.38358039082078,-0.147477744151411
"Private",-1.19631637362093,0.317032680207912,-1.90298498602259
"Private",-1.18806783343084,-0.927044794815914,-0.220844331716049
"Private",-1.17742455576621,-0.133409164197267,-0.0610603693757545
"Private",-1.17516285926247,-1.68508319760923,-1.4977051345237
"Private",-1.17436461343762,1.65010322479507,-1.90298498602259
"Private",-1.1689099336345,1.87874695736548,-1.90298498602259
"Private",-1.16252396703572,-0.89190394170629,-1.90298498602259
